filepath,anger,disgust,fear,happiness,sadness,surprise,neutral
S7_happy_1.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S7_sad.mp4,0.722222222222,0.0,0.0,0.0,0.0,0.277777777778,0.0
S7_surprise_1.mp4,0.0,0.0,0.25,0.75,0.0,0.0,0.0
S7_happy.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S7_happy_4.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S7_sad_1.mp4,0.939393939394,0.0,0.0,0.0,0.0,0.0606060606061,0.0
S7_Happy_surprise.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S7_happy_3.mp4,0.133333333333,0.0,0.0,0.866666666667,0.0,0.0,0.0
S7_surprise_3.mp4,0.0625,0.0,0.0625,0.8125,0.0,0.0625,0.0
S5_sad.mp4,0.764705882353,0.0,0.0,0.205882352941,0.0294117647059,0.0,0.0
S5_happy_3.mp4,0.269230769231,0.0,0.0,0.730769230769,0.0,0.0,0.0
S5_surprise_7.mp4,0.846153846154,0.0,0.0769230769231,0.0,0.0,0.0769230769231,0.0
S5_surprise_6.mp4,0.888888888889,0.0,0.0,0.0,0.0,0.111111111111,0.0
S5_surprise_2.mp4,0.888888888889,0.0,0.0,0.0,0.111111111111,0.0,0.0
S5_fear.mp4,0.888888888889,0.0,0.0,0.0,0.111111111111,0.0,0.0
S5_disgust.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S5_surprise_1.mp4,0.666666666667,0.0,0.0,0.0,0.0,0.333333333333,0.0
S5_surprise_happy_1.mp4,0.473684210526,0.0,0.0789473684211,0.447368421053,0.0,0.0,0.0
S5_surprise_4.mp4,0.823529411765,0.0,0.0,0.0,0.0,0.176470588235,0.0
S5_surprise_5.mp4,0.75,0.0,0.0,0.0,0.0,0.25,0.0
S5_happy_2.mp4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
S5_happy.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S5_surprise_3.mp4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
S5_happy_1.mp4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
S5_surprise.mp4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
S6_happy.mp4,0.0,0.0,0.0,0.0833333333333,0.0,0.916666666667,0.0
S6_sad_1.mp4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S6_surprise_1.mp4,0.0,0.0,0.888888888889,0.0,0.0,0.111111111111,0.0
S6_disgust.mp4,0.333333333333,0.0,0.222222222222,0.0,0.0,0.444444444444,0.0
S6_happy_5.mp4,0.0,0.0,1.0,0.0,0.0,0.0,0.0
S6_happy_4.mp4,0.0,0.0,0.0,0.444444444444,0.0,0.555555555556,0.0
S6_surprise.mp4,0.2,0.0,0.8,0.0,0.0,0.0,0.0
S6_happy_3.mp4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S2_happy.mp4,0.0625,0.0625,0.0,0.875,0.0,0.0,0.0
S2_surprise_4.mp4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S2_fear_2.mp4,0.12,0.0,0.32,0.16,0.12,0.28,0.0
S2_fear_1.mp4,0.0,0.0,0.25,0.0,0.0,0.75,0.0
S2_fear_surprise.mp4,0.413793103448,0.0,0.275862068966,0.0689655172414,0.0344827586207,0.206896551724,0.0
S2_surprise_7.mp4,0.238095238095,0.0,0.380952380952,0.0,0.047619047619,0.333333333333,0.0
S2_surprise_5.mp4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S2_fear_3.mp4,0.105263157895,0.0,0.368421052632,0.315789473684,0.0,0.210526315789,0.0
S2_happy_1.mp4,0.0,0.0,0.0952380952381,0.761904761905,0.0,0.142857142857,0.0
S2_surprise_2.mp4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S2_sad.mp4,0.0714285714286,0.0,0.928571428571,0.0,0.0,0.0,0.0
S2_fear_4.mp4,0.0,0.0,0.761904761905,0.0,0.142857142857,0.0952380952381,0.0
S2_surprise_3.mp4,0.0526315789474,0.0,0.157894736842,0.0526315789474,0.0526315789474,0.684210526316,0.0
S2_surprise_6.mp4,0.0,0.0,0.764705882353,0.0,0.0,0.235294117647,0.0
S4_happy_2.mp4,0.1,0.0,0.0,0.9,0.0,0.0,0.0
S4_happy_8.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S4_happy_10.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S4_sad.mp4,0.44,0.0,0.16,0.4,0.0,0.0,0.0
S4_happy.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S4_surprise.mp4,0.461538461538,0.0,0.0,0.538461538462,0.0,0.0,0.0
S4_happy_3.mp4,0.0217391304348,0.0,0.173913043478,0.782608695652,0.0,0.0217391304348,0.0
S4_happy_4.mp4,0.4,0.0,0.266666666667,0.3,0.0333333333333,0.0,0.0
S4_happy_9.mp4,0.117647058824,0.0,0.0,0.882352941176,0.0,0.0,0.0
S4_fear_6.mp4,0.789473684211,0.0526315789474,0.144736842105,0.0,0.0131578947368,0.0,0.0
S4_fear_4.mp4,0.384615384615,0.0,0.0,0.615384615385,0.0,0.0,0.0
S4_fear_5.mp4,0.411764705882,0.0,0.0,0.588235294118,0.0,0.0,0.0
S4_happy_1.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S4_sad_1.mp4,0.865671641791,0.0,0.134328358209,0.0,0.0,0.0,0.0
S4_happy_5.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S4_happy_6.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S4_happy_7.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S1_surprise_4.mp4,0.230769230769,0.0,0.307692307692,0.0,0.0,0.461538461538,0.0
S1_happy_1.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S1_happy_4.mp4,0.0,0.0,0.0,0.846153846154,0.0,0.153846153846,0.0
S1_disgust_1.mp4,0.194444444444,0.0833333333333,0.361111111111,0.166666666667,0.194444444444,0.0,0.0
S1_fear_surprise_1.mp4,0.576923076923,0.0,0.230769230769,0.0,0.0,0.192307692308,0.0
S1_fear_surprise_5.mp4,0.275,0.0,0.425,0.0,0.0,0.3,0.0
S1_surprise_2.mp4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
S1_fear_surprise_2.mp4,0.4,0.0,0.45,0.0,0.15,0.0,0.0
S1_surprise_1.mp4,0.230769230769,0.0,0.307692307692,0.0,0.230769230769,0.230769230769,0.0
S1_fear_surprise_3.mp4,0.32,0.0,0.3,0.02,0.0,0.36,0.0
S1_happy_2.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S1_happy_5.mp4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
S1_disgust_2.mp4,0.0769230769231,0.0769230769231,0.423076923077,0.384615384615,0.0,0.0384615384615,0.0
S1_fear_surprise_4.mp4,0.444444444444,0.0,0.388888888889,0.0,0.0,0.166666666667,0.0
S1_happy_3.mp4,0.0,0.0,0.0,0.727272727273,0.272727272727,0.0,0.0
S1_surprise_3.mp4,0.1875,0.0,0.25,0.0,0.0,0.5625,0.0
S1_sad_1.avi,0.916666666667,0.0,0.0277777777778,0.0,0.0555555555556,0.0,0.0
